sector,property_type,price,bedRoom,bathroom,balcony,floor_category,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category
sector 57,house,3.8,2,8,3+,Mid floor,Relatively new property,1458.01,0,1,0,Medium
sector 26,house,4.0,4,3,2,Low floor,Relatively new property,8828.91,0,0,0,Low
sector 110,flat,3.25,4,4,3,High floor,Relatively new property,3077.0,1,0,1,Medium
sector 14,house,5.5,5,4,2,Low floor,Old Property,3240.06,0,0,1,Low
sector 90,flat,1.99,4,4,3+,Mid floor,Relatively new property,3030.0,1,0,0,Medium
sector 12,house,1.4,2,2,1,Low floor,Old Property,166.0,0,0,1,Low
sector 28,house,12.0,4,5,3+,Mid floor,Relatively new property,2844.0,1,1,0,Medium
sector 8,house,0.45,1,1,1,Mid floor,Moderately New Property,556.0,0,0,1,Low
sector 90,flat,1.65,4,4,3+,Mid floor,Moderately New Property,2468.0,0,0,1,Medium
sector 2,house,0.4,2,2,1,Low floor,Relatively new property,583.0,0,0,1,Low
sector 113,flat,3.72,5,4,3+,Low floor,New Property,2956.0,0,0,2,Low
sector 2,flat,1.51,3,4,3+,Mid floor,Moderately New Property,1738.0,1,0,1,Medium
sector 102,flat,2.65,4,5,3+,High floor,Moderately New Property,2311.0,1,0,1,Medium
sector 90,flat,1.25,3,3,3,High floor,Moderately New Property,1437.0,1,0,1,Medium
sector 65,flat,5.9,3,3,3,High floor,Relatively new property,3043.0,1,0,1,Medium
sector 4,flat,0.39,2,2,1,Low floor,Relatively new property,950.0,0,0,1,Low
sector 95,flat,0.41,2,2,2,High floor,New Property,670.0,0,0,0,Medium
sector 108,flat,1.02,2,3,3,Mid floor,Relatively new property,1283.0,0,0,1,Medium
sector 67a,flat,0.7,2,2,1,High floor,New Property,657.0,0,0,1,Low
sector 102,flat,1.42,3,3,3,Mid floor,Relatively new property,1315.0,1,0,1,Medium
sector 22,flat,4.3,3,4,3+,Mid floor,Relatively new property,2600.0,1,0,2,Medium
sector 58,flat,2.2,2,2,2,Mid floor,Relatively new property,1244.0,0,0,1,Low
sector 70a,flat,1.34,2,2,3+,High floor,New Property,1180.0,0,0,0,Medium
sector 72,flat,3.4,3,4,3+,Mid floor,Moderately New Property,2185.0,1,0,1,Low
sector 56,house,2.95,2,2,0,Low floor,Moderately New Property,1458.01,0,0,1,Low
sector 85,flat,1.85,3,4,3,Low floor,Relatively new property,2179.0,1,0,0,Low
sector 82,flat,1.22,3,5,3+,Mid floor,Relatively new property,2000.0,1,0,0,Medium
sector 3 phase 2,flat,0.4,3,2,1,Mid floor,Relatively new property,1000.0,0,0,1,Low
sector 50,flat,1.4,3,3,2,Mid floor,Relatively new property,1245.0,0,1,0,Medium
sector 95,flat,0.57,2,2,2,Mid floor,New Property,1364.0,0,0,1,Low
sector 43,house,11.0,5,6,3+,Mid floor,New Property,4050.07,1,0,0,High
sector 4,house,0.67,3,2,1,Low floor,Moderately New Property,783.0,0,0,1,Low
sector 92,flat,0.75,4,4,3+,Mid floor,Relatively new property,1734.0,0,0,1,Medium
sector 43,house,13.0,3,3,3+,Mid floor,New Property,2700.0,0,0,0,Low
sector 68,flat,1.7,4,4,3+,High floor,New Property,1809.0,0,0,1,Medium
sector 92,flat,1.12,4,4,2,High floor,Relatively new property,2322.0,1,0,1,Medium
sector 77,flat,2.25,3,3,3,High floor,New Property,1810.0,1,0,0,Low
sector 107,flat,0.28,2,2,2,Mid floor,Relatively new property,543.0,0,0,1,Low
sector 49,flat,1.79,3,3,3,Mid floor,Old Property,1556.0,1,0,1,Low
sector 7,house,0.27,2,2,1,Low floor,Moderately New Property,225.0,0,0,1,Low
sector 74,flat,1.4,2,2,2,High floor,New Property,1289.0,0,0,0,High
sector 67,flat,3.39,3,4,3,High floor,Relatively new property,2100.0,1,0,0,Low
sector 70a,flat,1.75,3,4,3+,High floor,Relatively new property,1706.0,0,0,2,Low
manesar,flat,0.9,3,3,3+,Mid floor,Moderately New Property,2321.0,1,0,1,Low
sector 70a,flat,2.6,3,2,2,High floor,Moderately New Property,2406.0,1,0,1,Medium
sector 85,flat,1.25,3,4,2,Mid floor,Relatively new property,1616.0,1,0,0,Low
sector 2,flat,1.02,2,2,3,High floor,Moderately New Property,1281.0,0,0,1,Medium
sector 83,flat,1.4,3,3,3,High floor,Relatively new property,1582.0,1,0,2,Medium
sector 108,flat,1.6,3,4,3+,Mid floor,Relatively new property,1500.29,1,0,0,Medium
sector 68,flat,1.1,2,2,3,Low floor,Relatively new property,1150.0,0,0,0,Medium
sector 95,flat,0.37,3,2,1,Mid floor,Relatively new property,716.0,0,0,0,Medium
sector 66,house,12.0,5,6,3+,Mid floor,New Property,3150.0,1,0,1,Low
sector 112,flat,3.75,3,3,2,High floor,Relatively new property,2225.56,1,0,0,High
sector 86,flat,1.55,4,4,3+,High floor,Moderately New Property,2038.0,1,0,0,Medium
sector 107,flat,1.4,3,4,3+,Mid floor,Relatively new property,2137.0,1,0,1,Medium
sector 85,flat,1.18,2,2,3,Mid floor,Relatively new property,1630.0,0,0,1,Low
sector 53,house,4.0,5,5,2,Mid floor,Relatively new property,2250.0,0,0,1,Low
sector 108,flat,1.0,2,2,2,Low floor,Relatively new property,2060.0,0,0,1,Low
sector 28,flat,0.95,2,1,1,Low floor,Old Property,1188.0,0,0,1,Medium
sector 7,house,0.69,1,1,1,Low floor,Old Property,758.0,0,0,1,Low
sohna road,house,0.85,3,2,2,Low floor,Under Construction,1120.0,0,0,1,Low
sector 88a,flat,1.62,3,2,3+,Mid floor,Relatively new property,1463.0,0,0,2,Low
sector 102,flat,1.45,3,3,3,Mid floor,Relatively new property,1493.0,1,0,1,High
sector 56,flat,1.45,3,3,3+,Mid floor,Old Property,1900.0,1,0,1,High
sector 107,flat,1.01,2,2,3+,High floor,New Property,1200.0,0,0,1,Medium
sector 73,flat,1.0,2,2,2,High floor,New Property,1444.0,0,0,1,Low
sohna road,flat,0.32,2,2,1,Mid floor,New Property,644.0,0,0,1,Low
sohna road road,house,1.2,1,4,3+,Mid floor,Old Property,535.0,0,0,1,Low
sector 85,flat,2.5,4,5,3+,High floor,Under Construction,2013.0,0,0,0,Low
sector 43,house,1.95,3,4,3+,Mid floor,New Property,1935.0,1,0,0,Medium
sector 78,flat,0.75,2,2,1,Mid floor,Moderately New Property,1239.0,0,0,1,Low
sector 36,flat,0.72,3,2,3,Low floor,Under Construction,1244.0,0,0,1,Low
sector 63a,flat,3.3,3,3,3,Mid floor,Under Construction,2150.0,1,0,1,Medium
sector 57,house,6.25,9,9,3+,Mid floor,New Property,2660.0,1,0,0,Medium
sector 85,flat,2.13,4,4,3,Mid floor,Relatively new property,2600.0,0,0,1,Low
sector 92,flat,0.75,3,4,3,Low floor,Moderately New Property,1778.0,0,0,1,Medium
sector 12,house,0.42,3,3,0,Low floor,New Property,567.0,0,0,1,Low
sector 37c,flat,0.86,2,3,3,Mid floor,Relatively new property,1442.0,0,0,1,Low
sector 28,flat,2.35,3,4,3,Mid floor,Old Property,1700.0,1,0,0,Medium
sector 83,flat,1.42,3,3,2,Low floor,Relatively new property,1972.0,0,0,0,Medium
sector 108,flat,2.9,3,4,2,High floor,Relatively new property,2003.0,0,0,1,Medium
sector 81,flat,2.3,3,4,3+,High floor,Relatively new property,1854.0,1,0,2,High
sector 90,flat,0.7,2,3,2,Mid floor,Relatively new property,1502.0,0,0,0,Low
sector 83,flat,0.65,1,1,0,Mid floor,Relatively new property,700.0,0,0,1,Low
sector 66,flat,3.98,3,4,3+,Low floor,Moderately New Property,2200.0,1,0,0,Medium
sector 90,flat,0.65,2,2,2,High floor,Old Property,1176.0,0,0,1,Medium
sector 92,flat,0.82,3,3,3+,High floor,Relatively new property,1221.18,0,0,1,Medium
sector 99a,flat,0.35,2,2,1,Mid floor,Relatively new property,606.0,0,0,1,Medium
sector 50,house,10.45,4,5,2,Mid floor,Moderately New Property,4000.0,1,0,0,Medium
sector 83,flat,0.75,2,2,2,Mid floor,Relatively new property,1199.0,0,0,0,Low
sector 72,flat,3.1,4,5,3+,Mid floor,Moderately New Property,3374.0,1,1,1,Medium
sector 88a,flat,0.45,2,2,1,Mid floor,New Property,695.0,0,0,1,Low
sector 24,house,2.6,4,4,3+,Mid floor,Relatively new property,1080.0,0,1,2,Low
sector 85,flat,1.31,2,2,2,Mid floor,Relatively new property,1822.0,1,0,1,Medium
sector 59,flat,4.25,3,4,3,Mid floor,Under Construction,2077.0,0,0,1,Low
sector 69,flat,0.91,3,2,2,High floor,Moderately New Property,1473.0,0,0,1,Low
sector 63a,flat,3.5,3,3,3,Low floor,Under Construction,1350.0,0,0,1,Low
sector 55,flat,1.9,4,3,3+,Mid floor,Moderately New Property,2000.0,0,0,2,Low
sector 89,flat,0.88,2,2,0,Low floor,New Property,1103.0,0,0,1,Low
sector 37c,flat,0.95,3,1,0,Low floor,Relatively new property,1820.0,0,0,1,Low
sector 2,house,1.15,3,3,2,Low floor,Old Property,594.0,0,0,0,Low
sector 90,flat,1.17,3,3,3,High floor,Relatively new property,1630.0,0,0,0,Medium
sector 69,flat,1.55,3,3,2,Low floor,Relatively new property,1428.0,0,0,0,Medium
sector 84,flat,0.85,2,2,3,Mid floor,Relatively new property,1158.0,0,0,0,Low
sector 76,flat,1.92,3,3,2,Mid floor,Under Construction,1628.0,0,0,1,Medium
sector 81,flat,0.48,2,2,1,Mid floor,Relatively new property,613.0,0,0,0,Medium
sector 65,flat,1.3,2,2,2,Mid floor,Relatively new property,812.0,0,0,1,Medium
sector 67,flat,3.65,3,4,3+,High floor,Relatively new property,2490.0,1,0,0,Medium
sector 14,house,5.0,3,3,3,Low floor,Moderately New Property,2250.0,0,0,1,Low
sector 70a,flat,1.2,3,3,3+,Low floor,Relatively new property,1450.0,0,0,2,Low
sector 85,flat,2.15,4,5,3+,Low floor,Relatively new property,2545.0,1,0,1,High
sector 90,flat,1.65,4,4,3+,Mid floor,Relatively new property,1900.0,0,0,1,Medium
sector 84,flat,0.84,3,3,3+,Mid floor,New Property,1561.0,0,0,1,Medium
sector 67,flat,2.99,3,3,3,Mid floor,Relatively new property,2200.0,1,0,0,Low
sector 57,house,8.0,5,4,3,Low floor,Relatively new property,2700.0,1,0,1,Low
sector 108,flat,3.75,3,3,2,High floor,New Property,2120.0,1,0,1,Medium
sector 102,flat,0.45,2,2,1,High floor,Relatively new property,568.0,0,0,2,Medium
sector 93,flat,1.45,3,4,2,High floor,Relatively new property,1350.0,0,0,0,Medium
sector 109,flat,1.8,3,3,2,Low floor,Moderately New Property,1910.0,1,0,1,Medium
sector 63,house,1.5,3,3,2,Low floor,New Property,2385.0,0,0,1,Low
sector 55,house,2.8,4,4,0,Low floor,Old Property,1499.97,0,0,1,Low
sector 7,house,0.45,3,2,1,Low floor,Old Property,900.0,0,0,1,Low
sector 105,flat,0.42,3,2,1,Low floor,Moderately New Property,833.0,0,0,1,Low
sector 107,flat,0.36,2,2,1,Mid floor,Relatively new property,496.0,0,0,1,Low
sector 113,flat,2.75,4,4,3+,High floor,Under Construction,2886.0,1,0,2,Medium
sector 102,flat,1.6,2,2,3,High floor,Moderately New Property,1368.0,0,0,1,Low
sector 60,flat,3.7,4,5,3,Mid floor,Relatively new property,2534.0,1,0,0,High
sector 70,flat,1.64,3,5,3,Mid floor,Relatively new property,1527.0,1,0,1,Medium
sector 105,house,0.5,2,2,0,Low floor,Moderately New Property,100.0,0,0,1,Low
sector 108,flat,2.0,4,4,3+,Mid floor,Relatively new property,2500.0,1,0,0,High
sector 82a,flat,2.95,4,5,3+,Mid floor,Relatively new property,2110.0,1,0,2,High
sector 78,flat,0.69,2,2,2,High floor,Moderately New Property,1422.0,0,0,1,Medium
sector 17,house,3.5,2,6,3+,Mid floor,Old Property,1440.0,0,0,1,Low
sector 69,flat,1.85,4,4,2,High floor,Relatively new property,1819.0,0,0,0,High
sector 113,flat,6.0,5,6,3+,High floor,Moderately New Property,7294.0,0,0,1,Medium
sector 65,flat,2.29,3,4,3+,Low floor,Relatively new property,1833.0,1,0,2,High
sector 70,flat,1.63,3,5,3,High floor,Relatively new property,1527.0,1,0,1,Low
sector 95,flat,0.2,1,1,1,Mid floor,Relatively new property,407.0,0,0,1,Medium
sector 89,flat,1.55,3,2,3,Mid floor,Moderately New Property,1403.0,0,1,0,Medium
sector 86,flat,0.44,2,2,2,Mid floor,Relatively new property,668.0,0,0,0,Medium
sector 109,house,12.0,5,6,3,Low floor,Relatively new property,7000.0,1,0,0,High
sector 71,flat,0.9,1,1,0,Mid floor,New Property,683.0,0,0,1,Medium
sector 70a,flat,2.5,3,3,3+,High floor,Relatively new property,1723.0,0,0,0,High
sector 4,house,0.61,2,2,2,Low floor,Moderately New Property,61.0,0,0,1,Low
sector 12,flat,0.53,3,3,2,Low floor,Relatively new property,995.0,0,0,0,Low
sector 12,house,0.35,2,1,0,Low floor,Old Property,360.0,0,0,1,Low
sector 72,flat,3.9,4,4,3+,High floor,Relatively new property,2509.0,1,0,1,Low
sector 26,house,5.8,4,4,3+,Mid floor,Old Property,4518.0,0,0,1,Low
sector 65,flat,2.86,3,3,3,High floor,Under Construction,2267.0,1,0,1,Low
sector 49,flat,1.9,3,3,3,Low floor,Old Property,1600.0,0,0,0,Low
sector 82,flat,0.94,2,2,3+,Mid floor,Relatively new property,1299.0,0,0,0,Medium
sector 2,house,3.0,6,4,3+,Mid floor,Old Property,1556.99,0,0,0,Low
sector 85,flat,1.38,3,4,2,Mid floor,Relatively new property,1616.0,1,0,1,Medium
sector 37d,flat,1.5,3,3,3,High floor,Relatively new property,1686.0,0,0,1,Low
sector 70a,flat,1.65,2,2,3,High floor,New Property,1142.0,0,0,1,Medium
sector 88a,flat,1.65,3,3,3,High floor,New Property,1652.0,0,0,1,Medium
sector 70,flat,1.8,3,5,3,Low floor,New Property,2167.0,0,0,1,Medium
sector 37c,flat,1.05,3,3,3,Mid floor,Relatively new property,1738.0,0,0,0,Medium
sector 86,flat,1.58,3,3,1,High floor,Relatively new property,1750.0,0,0,0,High
sector 57,house,4.7,3,3,2,Low floor,Old Property,2160.0,1,0,1,Low
sector 68,flat,2.22,3,2,3,Mid floor,Relatively new property,1403.0,0,0,1,Low
sohna road,flat,0.9,2,2,3+,Mid floor,Moderately New Property,1100.0,0,0,0,High
sohna road,flat,0.78,2,2,2,Mid floor,Relatively new property,1144.0,0,0,1,Medium
sector 68,flat,0.8,2,2,3+,High floor,New Property,1180.0,0,0,0,Low
sector 71,flat,0.6,2,2,1,Mid floor,Relatively new property,557.0,0,0,1,Medium
sector 83,flat,1.8,3,4,0,Mid floor,Relatively new property,1900.0,0,0,1,Medium
sector 62,flat,2.15,2,2,3,High floor,Under Construction,1676.0,0,0,1,Medium
sector 48,house,3.35,6,5,3+,Mid floor,Moderately New Property,6000.0,0,0,1,Medium
sector 69,flat,1.3,3,3,1,High floor,Relatively new property,1419.0,0,0,1,Medium
sector 27,house,8.0,9,9,3,Mid floor,Relatively new property,3042.0,1,1,2,Medium
sector 90,flat,0.9,3,4,3,Mid floor,Relatively new property,1765.0,1,0,1,High
sector 37c,flat,0.99,3,3,1,Mid floor,New Property,1643.0,1,0,1,Low
sohna road,flat,0.96,2,2,3+,High floor,Relatively new property,1131.0,0,0,1,High
sector 111,flat,2.65,3,4,3+,High floor,Relatively new property,2005.0,1,1,1,Medium
sector 81,flat,0.6,2,2,1,Low floor,Relatively new property,1000.0,0,0,1,Low
sector 39,house,7.0,10,11,3+,Mid floor,Relatively new property,7000.0,0,0,0,Low
sector 37d,flat,1.0,3,3,3,Mid floor,Under Construction,1250.0,0,0,1,Low
sector 81,flat,2.2,3,4,3+,Mid floor,Relatively new property,2481.0,1,0,0,High
sector 113,flat,3.21,3,3,3,Mid floor,New Property,2281.0,0,0,1,Low
sohna road,flat,0.35,2,2,2,High floor,New Property,658.0,0,0,1,Low
sector 81,flat,0.49,2,2,3,Mid floor,Relatively new property,700.0,0,0,1,Medium
sector 92,flat,0.85,3,2,2,High floor,Relatively new property,1300.0,0,0,1,Low
sector 104,flat,4.45,4,5,3+,High floor,Relatively new property,7222.0,0,0,1,Medium
sector 102,flat,1.4,3,3,3,Mid floor,Relatively new property,1413.0,1,0,1,Low
sector 82,flat,0.94,2,2,2,High floor,Relatively new property,1299.0,0,0,0,Medium
sector 102,flat,1.54,3,3,3,High floor,Relatively new property,1315.0,1,0,1,Medium
sector 70a,house,6.0,5,4,3,Mid floor,New Property,2700.0,0,0,1,Low
sector 86,flat,0.43,2,2,1,Mid floor,New Property,557.0,0,0,1,Medium
manesar,flat,0.64,3,2,3+,Mid floor,Old Property,1696.0,0,0,1,Medium
sector 85,flat,1.73,4,5,3+,Mid floor,Relatively new property,2017.0,1,0,1,Low
sector 109,flat,1.35,3,2,3+,High floor,Relatively new property,1477.0,0,0,1,Medium
sector 28,house,8.95,5,6,3+,Mid floor,Moderately New Property,5000.0,0,0,1,Low
sector 67a,flat,1.4,2,2,2,Mid floor,Relatively new property,1149.0,0,0,1,Medium
sector 81,flat,3.3,4,5,3+,Mid floor,Relatively new property,3070.0,1,0,0,High
sector 39,flat,1.75,3,4,3,Mid floor,Old Property,2222.0,1,0,2,Low
sector 85,flat,1.24,2,2,3,Mid floor,Relatively new property,1730.0,0,0,1,Low
gwal pahari,flat,1.0,2,2,2,Mid floor,New Property,833.0,0,0,0,Low
gwal pahari,flat,1.5,4,4,3+,Mid floor,Old Property,2013.0,1,0,1,Medium
sector 3,flat,0.8,3,3,1,Low floor,Old Property,1000.0,0,0,1,Low
sector 37c,flat,0.9,3,3,3,Mid floor,Relatively new property,1435.0,0,0,1,Medium
sector 106,flat,1.25,3,4,3,High floor,Relatively new property,1305.0,1,0,1,High
sector 109,flat,2.22,3,3,3,High floor,Relatively new property,1896.0,1,0,1,Medium
sector 72,flat,4.0,4,5,3+,Mid floor,Relatively new property,2800.0,1,0,0,High
sector 55,house,1.64,3,3,2,Mid floor,New Property,1620.0,1,0,0,Medium
sector 54,flat,1.55,3,3,3+,Mid floor,Moderately New Property,2000.0,0,0,0,Medium
sector 90,flat,1.65,4,4,3+,High floor,Moderately New Property,2139.0,1,0,0,Medium
sector 106,flat,1.25,3,4,3+,Mid floor,Relatively new property,1186.0,1,0,1,High
sector 102,flat,1.3,2,2,3,Low floor,Relatively new property,1009.0,0,1,1,Medium
sector 37d,flat,0.75,2,2,3,High floor,Moderately New Property,1410.0,0,0,1,Medium
sector 63,flat,0.88,1,1,2,Mid floor,New Property,804.0,0,0,1,Low
sector 85,flat,1.98,3,4,3,High floor,Relatively new property,2399.0,0,1,1,High
sector 43,flat,2.1,3,3,1,Low floor,Old Property,1233.0,0,1,0,Medium
sector 25,house,10.55,5,6,3+,Mid floor,Moderately New Property,2700.0,1,1,1,Medium
sector 23,house,5.65,7,7,3+,Low floor,Moderately New Property,5000.0,1,0,1,Medium
sector 7,house,2.43,4,4,2,Mid floor,Old Property,345.0,0,1,1,Low
sector 92,flat,0.51,3,2,2,Low floor,Relatively new property,1131.0,0,0,1,Medium
sector 48,house,8.4,4,4,3,Low floor,Old Property,3240.0,1,0,0,Low
sector 95,flat,1.1,4,3,3,Mid floor,Relatively new property,2824.0,1,0,1,Low
sector 92,flat,0.65,3,3,3,Mid floor,Moderately New Property,1571.0,0,0,1,Low
sector 112,flat,3.1,2,2,3,Mid floor,Relatively new property,1500.0,1,1,0,Medium
sector 102,flat,1.55,3,4,3,Mid floor,Relatively new property,1315.0,1,0,0,High
sector 33,flat,1.7,3,3,3+,Mid floor,New Property,1500.0,1,0,1,Low
sector 84,flat,0.41,2,2,2,Mid floor,New Property,565.0,0,0,0,Low
sector 107,flat,0.27,2,2,2,Low floor,Relatively new property,543.0,0,0,1,Low
sector 107,flat,0.37,2,2,2,Mid floor,New Property,615.0,0,0,1,Low
sector 4,flat,0.32,2,2,1,Mid floor,Relatively new property,1056.0,0,0,0,Low
sector 68,flat,1.78,3,3,3+,High floor,Relatively new property,1845.0,0,0,0,Medium
sector 45,house,16.0,6,7,3+,Mid floor,Relatively new property,4500.0,1,1,0,Medium
sector 85,flat,1.07,2,2,3,High floor,Relatively new property,1484.0,0,0,1,Medium
sector 69,flat,1.36,3,3,1,High floor,Relatively new property,1291.0,0,0,1,Medium
sector 113,flat,1.32,2,2,2,Mid floor,Relatively new property,1199.0,0,0,1,Low
sector 84,flat,0.94,3,2,3+,Mid floor,New Property,1222.0,0,0,0,Medium
sector 79,flat,1.3,2,2,3,Mid floor,New Property,1423.0,0,0,1,Low
sector 85,flat,1.25,2,2,3+,High floor,Relatively new property,1426.0,0,1,1,High
sector 2,house,0.7,1,1,0,Low floor,Moderately New Property,900.0,0,0,1,Low
sector 48,flat,1.78,3,4,2,Mid floor,Relatively new property,1526.0,0,0,1,Medium
sector 93,flat,0.38,2,2,2,Mid floor,Relatively new property,661.0,0,0,1,Low
sector 48,flat,5.0,3,4,3,High floor,Moderately New Property,4778.0,0,0,1,Medium
sector 84,flat,0.79,3,3,3+,Mid floor,New Property,1561.0,0,0,1,Low
sector 89,flat,1.5,3,3,3,Mid floor,Under Construction,1480.0,0,0,1,Medium
sector 37c,flat,1.25,3,3,3,Mid floor,Relatively new property,1350.0,0,0,1,Low
sector 4,house,0.4,1,1,0,Low floor,Moderately New Property,450.0,0,0,1,Low
sector 95,flat,0.32,2,2,1,Mid floor,Relatively new property,610.0,0,0,0,Medium
sohna road,flat,0.45,2,2,2,Mid floor,Relatively new property,789.0,0,0,2,Low
sector 109,house,9.5,5,5,3+,Low floor,Relatively new property,3600.0,1,1,1,Medium
sector 107,flat,0.82,2,2,3+,Mid floor,Relatively new property,1236.0,0,0,1,Medium
sector 63,flat,8.5,4,4,0,High floor,New Property,3950.0,0,0,1,Medium
sector 70a,house,4.7,4,4,3+,Mid floor,New Property,2610.0,0,0,1,Low
sector 77,flat,0.92,3,3,3,High floor,Relatively new property,1602.0,0,0,0,Low
sector 106,flat,0.88,2,2,3+,Low floor,Relatively new property,940.0,0,0,1,Low
sector 28,house,3.5,2,6,3,Mid floor,Relatively new property,1350.0,0,0,1,Low
sector 104,flat,0.2,1,1,1,Mid floor,Relatively new property,301.0,0,0,1,Medium
sector 89,flat,0.9,2,2,2,Low floor,New Property,1105.0,0,0,1,Low
sector 33,flat,1.55,3,4,1,Low floor,Relatively new property,1421.0,1,0,1,Low
sector 86,flat,1.65,3,4,3,Mid floor,Relatively new property,1715.0,1,0,1,Medium
sector 72,flat,3.3,3,4,3+,High floor,New Property,2185.0,1,0,2,High
sector 69,flat,1.8,3,3,3,High floor,Under Construction,1893.0,0,0,1,Low
sector 69,flat,1.4,3,3,2,Low floor,Relatively new property,1428.0,0,0,1,Medium
sector 25,house,6.5,4,4,3+,Low floor,Moderately New Property,1800.01,1,1,1,Medium
sector 85,flat,1.2,3,4,2,Mid floor,Relatively new property,1650.0,1,0,1,Low
sector 71,flat,1.0,1,1,1,Mid floor,Moderately New Property,869.0,0,0,1,Medium
gwal pahari,flat,1.28,3,3,3,Low floor,Relatively new property,1489.0,0,0,0,Low
sector 86,flat,0.82,2,2,1,High floor,New Property,1300.0,0,0,1,Low
sector 95,flat,0.26,1,1,1,Mid floor,New Property,422.0,0,0,1,Low
sector 65,house,12.5,4,4,3+,Low floor,Relatively new property,3600.0,1,0,1,Medium
sector 48,flat,1.6,3,3,3,High floor,Old Property,1700.0,0,0,0,Medium
sector 103,flat,0.5,2,2,0,Mid floor,Relatively new property,750.0,0,0,1,Low
sector 79,flat,1.3,3,3,3,High floor,Relatively new property,1176.0,0,1,0,Medium
sector 57,house,6.21,6,6,3+,Mid floor,Old Property,2700.0,1,1,1,Medium
sector 14,house,3.5,6,4,2,Low floor,Old Property,1934.98,0,0,0,Low
sector 2,flat,0.35,2,2,2,Mid floor,Relatively new property,800.0,0,0,1,Low
sector 92,flat,1.37,3,3,1,High floor,Relatively new property,1568.0,0,0,1,Medium
sector 83,flat,1.05,3,3,3,Mid floor,Moderately New Property,1468.0,0,0,0,Medium
sector 106,flat,1.13,3,4,3+,High floor,Relatively new property,1186.0,1,0,1,Low
sector 43,house,10.85,8,8,3,Mid floor,Moderately New Property,3762.0,1,1,2,High
sector 81,flat,0.9,3,3,0,Mid floor,Relatively new property,1780.0,0,0,1,Low
sector 12,house,0.7,3,3,0,Low floor,Relatively new property,1160.0,0,0,1,Low
