sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score,area_room_ratio
sector 78,flat,umang monsoon breeze,0.95,5491.0,1730.0,Built Up area: 1730 (160.72 sq.m.),3,3,2,9.0,East,Relatively new property,,1730.0,,0,0,0,0,0,0,65,576.6666666666666
manesar,flat,dlf express greens,1.5,6359.0,2359.0,Super Built up area 2359(219.16 sq.m.),4,5,3+,10.0,East,New Property,2359.0,,,1,0,0,0,0,1,32,589.75
sector 95,flat,rof ananda,0.55,8527.0,645.0,Super Built up area 1000(92.9 sq.m.)Carpet area: 645 sq.ft. (59.92 sq.m.),3,2,2,14.0,East,New Property,1000.0,,645.0,0,1,0,0,0,0,81,215.0
sector 53,flat,vipul belmonte,6.5,21922.0,2965.0,Super Built up area 2965(275.46 sq.m.),3,4,3+,0.0,Na,Old Property,2965.0,,,0,1,1,0,0,1,72,988.3333333333334
sector 48,flat,central park resorts,5.15,20901.0,2464.0,Super Built up area 2464(228.91 sq.m.)Built Up area: 2364 sq.ft. (219.62 sq.m.)Carpet area: 2264 sq.ft. (210.33 sq.m.),3,3,3+,8.0,North-West,Moderately New Property,2464.0,2364.0,2264.0,1,0,0,0,0,2,53,821.3333333333334
sector 79,flat,mapsko mount ville,1.2,8054.0,1490.0,Super Built up area 1490(138.43 sq.m.),3,3,3,24.0,West,Relatively new property,1490.0,,,0,0,0,0,0,0,8,496.6666666666667
sector 79,flat,supertech araville,1.1,5641.0,1950.0,Carpet area: 1950 (181.16 sq.m.),3,3,3,1.0,Na,Relatively new property,,,1950.0,0,0,0,0,0,0,106,650.0
sector 85,flat,godrej air,2.6,12212.0,2129.0,Built Up area: 2129 (197.79 sq.m.),3,3,3,17.0,Na,Under Construction,,2129.0,,1,0,0,0,0,1,44,709.6666666666666
sector 102,flat,emaar gurgaon greens,1.6,9697.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,8.0,Na,Relatively new property,1650.0,,1022.58,0,0,0,0,0,1,46,550.0
sohna road,flat,ashiana anmol,0.9,9464.0,951.0,Super Built up area 1275(118.45 sq.m.)Carpet area: 951 sq.ft. (88.35 sq.m.),2,2,2,13.0,South,Relatively new property,1275.0,,951.0,0,0,0,0,0,2,120,475.5
sector 69,flat,tulip violet,1.75,9459.0,1850.0,Carpet area: 1850 (171.87 sq.m.),3,4,2,0.0,East,Relatively new property,,,1850.0,0,0,0,0,0,0,174,616.6666666666666
sector 67,flat,ireo victory valley,4.5,14098.0,3192.0,Super Built up area 3192(296.55 sq.m.)Built Up area: 3160 sq.ft. (293.57 sq.m.)Carpet area: 3000 sq.ft. (278.71 sq.m.),4,4,3+,0.0,North,Relatively new property,3192.0,3160.0,3000.0,1,0,0,1,0,0,42,798.0
sector 85,flat,ss the leaf,1.93,8075.0,2390.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2400 sq.ft. (222.97 sq.m.)Carpet area: 2390 sq.ft. (222.04 sq.m.),3,4,3,7.0,North-East,Relatively new property,2408.0,2400.0,2390.0,1,0,0,0,0,1,174,796.6666666666666
sector 67,flat,m3m urbana,0.95,10894.0,872.0,Built Up area: 826 (76.74 sq.m.),1,1,1,17.0,South-West,Relatively new property,,826.0,,0,0,0,0,0,1,49,872.0
sector 21,house,independent,0.6,6173.0,971.97,Plot area 108(90.3 sq.m.),3,3,2,3.0,Na,Old Property,,972.0,,0,0,0,0,0,1,0,323.99
sector 63,flat,adani brahma samsara vilasa,3.4,10000.0,3400.0,Super Built up area 3400(315.87 sq.m.),3,3,3+,1.0,West,New Property,3400.0,,,0,0,0,0,0,1,99,1133.3333333333333
sector 112,house,experion windchants,7.46,10260.0,7270.96,Built Up area: 6350 (589.93 sq.m.),4,4,3+,2.0,East,Relatively new property,,6350.0,,1,0,0,1,0,0,62,1817.74
sector 28,flat,chanderlok society,0.9,7235.0,1244.0,Carpet area: 1244 (115.57 sq.m.),4,2,3+,1.0,Na,Old Property,,,1244.0,0,0,0,0,0,1,0,311.0
sohna road,house,independent,1.5,14245.0,1053.0,Plot area 117(97.83 sq.m.),2,3,2,1.0,North,New Property,,1053.0,,0,1,0,1,0,0,69,526.5
sector 12,house,independent,1.7,9444.0,1800.08,Built Up area: 200 (167.23 sq.m.)Carpet area: 180 sq.yards (150.5 sq.m.),3,3,0,1.0,Na,Undefined,,200.0,180.0,0,0,0,0,0,1,0,600.0266666666666
sector 25,flat,dlf belvedere towers,3.4,13765.0,2470.0,Carpet area: 2470 (229.47 sq.m.),4,4,3,1.0,South-East,Old Property,,,2470.0,1,0,0,0,0,1,26,617.5
sector 49,house,independent,4.5,15625.0,2880.0,Plot area 320(267.56 sq.m.),8,8,3,3.0,North-East,Moderately New Property,,2880.0,,1,1,0,1,1,2,151,360.0
sector 28,house,independent,1.39,11583.0,1200.03,Plot area 540(50.17 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,1,3.0,North-East,Old Property,,1450.0,1200.0,0,0,0,0,1,1,37,600.015
sector 37d,flat,ramprastha the edge towers,0.98,5537.0,1770.0,Super Built up area 1770(164.44 sq.m.)Built Up area: 1675 sq.ft. (155.61 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,3+,5.0,North-East,Relatively new property,1770.0,1675.0,1400.0,0,0,0,1,0,1,174,590.0
sector 106,flat,paras dews,1.17,6648.0,1760.0,Super Built up area 1760(163.51 sq.m.)Built Up area: 1186 sq.ft. (110.18 sq.m.)Carpet area: 1130 sq.ft. (104.98 sq.m.),3,4,3+,12.0,West,Relatively new property,1760.0,1186.0,1130.0,1,0,0,0,0,1,49,586.6666666666666
sector 91,flat,tarc maceo,1.9,6975.0,2724.0,Super Built up area 2724(253.07 sq.m.),4,4,3,9.0,North,Relatively new property,2724.0,,,1,0,0,0,0,1,120,681.0
sector 65,flat,emaar mgf emerald floors premier,2.35,16207.0,1450.0,Super Built up area 1650(153.29 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1450 sq.ft. (134.71 sq.m.),3,3,3,2.0,South-East,Relatively new property,1650.0,1500.0,1450.0,1,1,0,0,0,0,64,483.3333333333333
sector 37d,flat,bptp terra,1.65,7531.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2091 sq.ft. (194.26 sq.m.)Carpet area: 1991 sq.ft. (184.97 sq.m.),4,3,3+,6.0,West,Relatively new property,2191.0,2091.0,1991.0,0,0,0,0,0,0,149,547.75
sector 90,flat,shree vardhman flora,0.92,4907.0,1875.0,Super Built up area 1875(174.19 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,4.0,North-East,Relatively new property,1875.0,,1161.0,1,0,0,0,0,1,116,625.0
sector 15,flat,park view apartments,1.6,11034.0,1450.0,Carpet area: 1450 (134.71 sq.m.),3,3,3+,2.0,North-West,Moderately New Property,,,1450.0,0,0,0,1,0,1,56,483.3333333333333
sector 102,flat,emaar gurgaon greens,1.5,9091.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,7.0,West,Relatively new property,1650.0,,1022.58,0,0,0,1,0,0,174,550.0
sector 102,flat,shapoorji pallonji joyville gurugram,1.42,10380.0,1368.0,Built Up area: 1368 (127.09 sq.m.),2,2,3,14.0,Na,Undefined,,1368.0,,0,0,0,0,0,1,0,684.0
sector 92,flat,sare crescent parc,1.44,7069.0,2037.0,Carpet area: 2040 (189.52 sq.m.),4,4,3,8.0,Na,Relatively new property,,,2040.0,0,0,0,0,0,1,37,509.25
sector 79,flat,supertech araville,0.9,5882.0,1530.0,Super Built up area 1530(142.14 sq.m.)Built Up area: 1450 sq.ft. (134.71 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),2,2,3,5.0,Na,Relatively new property,1530.0,1450.0,1400.0,0,1,0,0,0,1,53,765.0
sector 102,flat,emaar gurgaon greens,1.35,8182.0,1650.0,Super Built up area 1650(153.29 sq.m.)Carpet area: 1022.58 sq.ft. (95 sq.m.),3,3,3,9.0,North-East,Relatively new property,1650.0,,1022.58,1,0,0,0,0,1,100,550.0
sector 48,house,eldeco mansionz,4.75,20299.0,2340.02,Plot area 260(217.39 sq.m.),7,7,3,2.0,North-East,Moderately New Property,,2340.0,,0,1,0,0,0,0,33,334.2885714285714
sector 65,flat,m3m heights,2.29,15980.0,1433.0,Carpet area: 1433 (133.13 sq.m.),2,2,3,8.0,Na,Under Construction,,,1433.0,0,1,0,0,0,1,15,716.5
sector 69,flat,tulip violet,1.36,8843.0,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,North-West,Relatively new property,1538.0,,,0,0,0,1,0,1,86,512.6666666666666
sector 61,flat,pioneer park,2.04,14624.0,1395.0,Super Built up area 1795(166.76 sq.m.)Built Up area: 1595 sq.ft. (148.18 sq.m.)Carpet area: 1395 sq.ft. (129.6 sq.m.),3,3,3+,16.0,South,Moderately New Property,1795.0,1595.0,1395.0,1,0,0,0,0,0,165,465.0
sohna road,flat,mvn athens,0.25,4259.0,587.0,Built Up area: 587 (54.53 sq.m.),2,2,1,0.0,Na,Relatively new property,,587.0,,0,0,0,0,0,1,38,293.5
sector 51,flat,housing board colony,0.3,4630.0,648.0,Carpet area: 72 (6.69 sq.m.),1,1,0,0.0,Na,Moderately New Property,,,72.0,0,1,0,0,0,1,15,648.0
sector 112,flat,experion windchants,3.65,12310.0,2965.0,Super Built up area 2802(260.31 sq.m.)Built Up area: 2225.56 sq.ft. (206.76 sq.m.),3,4,3+,14.0,South,Relatively new property,2802.0,2225.56,,1,0,0,0,0,0,150,988.3333333333334
sector 91,flat,dlf new town heights,1.65,6346.0,2600.0,Super Built up area 2364(219.62 sq.m.),4,4,3+,11.0,West,Moderately New Property,2364.0,,,1,0,0,0,0,1,72,650.0
sector 82,flat,vatika the seven lamps,0.86,6022.0,1428.0,Super Built up area 1430(132.85 sq.m.),2,2,2,12.0,East,Relatively new property,1430.0,,,0,1,0,0,0,0,135,714.0
sector 9a,flat,railway officers rpf society,1.25,6921.0,1806.0,Carpet area: 1806 (167.78 sq.m.),4,3,3,1.0,Na,Old Property,,,1806.0,1,0,0,0,0,1,40,451.5
sector 48,house,independent,5.5,23504.0,2340.03,Plot area 260(217.39 sq.m.),4,4,2,2.0,North,Relatively new property,,2340.0,,1,0,0,0,0,0,22,585.0075
sector 103,flat,satya the hermitage,0.93,6405.0,1452.0,Carpet area: 1452 (134.9 sq.m.),2,3,3,3.0,East,Relatively new property,,,1452.0,1,0,0,0,0,0,90,726.0
sector 104,flat,ats triumph,2.65,8413.0,3150.0,Super Built up area 3150(292.64 sq.m.),4,4,3+,10.0,North-East,Relatively new property,3150.0,,,1,0,0,0,0,1,174,787.5
sector 66,flat,emaar mgf the palm drive,2.8,14359.0,1950.0,Super Built up area 1950(181.16 sq.m.)Built Up area: 1920 sq.ft. (178.37 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,3,2,12.0,East,New Property,1950.0,1920.0,1600.0,1,1,0,1,0,2,69,650.0
sector 58,flat,ireo the grand arch,3.8,17560.0,2164.0,Super Built up area 2164(201.04 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1600 sq.ft. (148.64 sq.m.),3,4,1,19.0,West,Moderately New Property,2164.0,1700.0,1600.0,1,0,0,0,0,0,167,721.3333333333334
sector 81,flat,bestech park view ananda,1.45,8011.0,1810.0,Super Built up area 1810(168.15 sq.m.)Built Up area: 1650 sq.ft. (153.29 sq.m.)Carpet area: 1500 sq.ft. (139.35 sq.m.),3,3,3,8.0,North,Relatively new property,1810.0,1650.0,1500.0,0,0,1,0,0,0,128,603.3333333333334
sector 54,flat,suncity heights,3.85,16446.0,2341.0,Super Built up area 2341(217.49 sq.m.),3,3,3+,8.0,Na,Old Property,2341.0,,,1,0,0,0,0,1,67,780.3333333333334
new,flat,dlf 76,4.0,11429.0,3500.0,Carpet area: 3500 (325.16 sq.m.),4,4,2,4.0,Na,Under Construction,,,3500.0,1,1,0,0,0,0,101,875.0
sector 43,flat,ansal maple heights,1.5,12658.0,1185.0,Super Built up area 1400(130.06 sq.m.)Built Up area: 1385 sq.ft. (128.67 sq.m.)Carpet area: 1185 sq.ft. (110.09 sq.m.),3,3,3+,7.0,North-East,Old Property,1400.0,1385.0,1185.0,0,0,0,0,1,0,174,395.0
sector 107,flat,m3m woodshire,1.65,5961.0,2768.0,Super Built up area 2768(257.16 sq.m.),4,5,3+,12.0,North-West,Relatively new property,2768.0,,,1,0,0,0,0,1,21,692.0
sector 99a,flat,pareena coban residences,1.1,7097.0,1550.0,Super Built up area 1550(144 sq.m.)Carpet area: 1200 sq.ft. (111.48 sq.m.),2,2,3,9.0,North-East,New Property,1550.0,,1200.0,0,1,0,0,0,1,88,775.0
sector 66,flat,ireo uptown,1.85,12568.0,1472.0,Super Built up area 1472(136.75 sq.m.)Built Up area: 1470 sq.ft. (136.57 sq.m.)Carpet area: 1251 sq.ft. (116.22 sq.m.),2,3,3,16.0,South-East,Relatively new property,1472.0,1470.0,1251.0,1,0,1,0,0,0,79,736.0
sector 2,house,independent,6.0,20000.0,3000.0,Built Up area: 333 (278.43 sq.m.),4,4,1,2.0,Na,Relatively new property,,333.0,,0,0,0,0,0,1,0,750.0
sector 103,flat,signature global grand iva,0.3,8287.0,362.0,Carpet area: 361.88 (33.62 sq.m.),1,2,2,5.0,Na,New Property,,,361.882318,0,0,0,0,0,1,37,362.0
sector 79,flat,godrej aria,1.1,7774.0,1415.0,Super Built up area 1351(125.51 sq.m.),2,2,3+,4.0,North-East,New Property,1351.0,,,0,0,0,0,0,0,49,707.5
sector 37c,flat,corona optus,1.4,7035.0,1990.0,Super Built up area 1990(184.88 sq.m.)Built Up area: 1890 sq.ft. (175.59 sq.m.)Carpet area: 1790 sq.ft. (166.3 sq.m.),3,3,3+,4.0,South,Relatively new property,1990.0,1890.0,1790.0,1,0,0,0,0,1,149,663.3333333333334
sector 90,flat,shree vardhman flora,0.95,6333.0,1500.0,Carpet area: 1500 (139.35 sq.m.),3,3,3,9.0,South-East,Relatively new property,,,1500.0,1,0,0,0,0,1,90,500.0
sector 99a,flat,pareena coban residences,1.16,5809.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1790 sq.ft. (166.3 sq.m.)Carpet area: 1420 sq.ft. (131.92 sq.m.),3,3,3,3.0,North-East,Relatively new property,1997.0,1790.0,1420.0,1,0,1,0,0,1,49,665.6666666666666
sector 37c,flat,imperia the esfera,0.7,4878.0,1435.0,Super Built up area 1435(133.32 sq.m.),2,3,3+,12.0,North,Under Construction,1435.0,,,0,1,1,0,0,1,58,717.5
