sector,property_type,society,price,price_per_sqft,area,areaWithType,bedRoom,bathroom,balcony,floorNum,facing,agePossession,super_built_up_area,built_up_area,carpet_area,servant room,study room,others,pooja room,store room,furnishing_type,luxury_score,area_room_ratio
sector 43,house,independent,5.25,27132.0,1934.98,Plot area 215(179.77 sq.m.),4,4,2,2.0,Na,Old Property,,1935.0,,1,1,0,0,0,0,80,483.745
sector 81,flat,dlf the ultima,2.4,11412.0,2103.0,Super Built up area 2103(195.38 sq.m.),3,4,3+,19.0,North-West,Relatively new property,2103.0,,,1,0,0,0,0,2,174,701.0
sector 47,house,independent,4.3,29311.0,1467.03,Plot area 163(136.29 sq.m.),3,4,2,2.0,Na,Moderately New Property,,1467.0,,0,0,1,0,0,1,0,489.01
sector 33,flat,godrej nature plus,1.25,9025.0,1385.0,Carpet area: 1385 (128.67 sq.m.),2,2,3+,15.0,Na,Under Construction,,,1385.0,0,0,0,0,0,1,44,692.5
sector 33,flat,godrej nature plus,1.2,14371.0,835.0,Carpet area: 77.53,2,2,3,1.0,Na,New Property,,,77.53,0,0,0,0,0,1,65,417.5
sector 104,flat,godrej summit,1.05,5833.0,1800.0,Carpet area: 1800 (167.23 sq.m.),3,4,3+,7.0,East,Relatively new property,,,1800.0,1,0,0,0,0,0,96,600.0
sector 50,house,unitech espace,10.3,31790.0,3240.01,Plot area 360(301.01 sq.m.),5,6,3+,3.0,East,Moderately New Property,,3240.0,,1,1,0,1,1,0,160,648.0020000000001
sector 84,flat,antriksh heights,0.92,5041.0,1825.0,Super Built up area 1825(169.55 sq.m.),3,3,3,2.0,East,Relatively new property,1825.0,,,0,1,0,1,0,1,67,608.3333333333334
sector 107,flat,m3m woodshire,1.3,10815.0,1202.0,Super Built up area 1943(180.51 sq.m.)Carpet area: 1202 sq.ft. (111.67 sq.m.),3,3,3,7.0,Na,Relatively new property,1943.0,,1202.0,0,0,0,1,0,1,89,400.6666666666667
sector 28,house,project housing board colony,2.58,17695.0,1458.04,Carpet area: 1300 (120.77 sq.m.),4,2,2,2.0,Na,Undefined,,,1300.0,0,0,0,0,0,1,0,364.51
sector 7,house,independent,1.95,13542.0,1439.96,Plot area 160(133.78 sq.m.),2,2,2,2.0,Na,Old Property,,1440.0,,0,0,0,0,0,1,0,719.98
manesar,flat,eden landmark,0.5,3846.0,1300.0,Built Up area: 1300 (120.77 sq.m.),2,2,0,7.0,Na,Under Construction,,1300.0,,0,0,0,0,0,1,0,650.0
sohna road,flat,eldeco accolade,1.3,7424.0,1751.0,Super Built up area 1751(162.67 sq.m.)Carpet area: 1290 sq.ft. (119.84 sq.m.),3,3,3+,10.0,East,Relatively new property,1751.0,,1290.0,0,0,0,0,0,1,49,583.6666666666666
sector 84,flat,spaze privy at,1.2,7453.0,1610.0,Super Built up area 1610(149.57 sq.m.),2,2,3,3.0,Na,Relatively new property,1610.0,,,0,1,0,0,0,0,133,805.0
sector 25,house,independent,11.0,35530.0,3095.98,Plot area 344(287.63 sq.m.),5,5,3+,2.0,Na,Relatively new property,,3096.0,,1,1,0,1,1,1,29,619.196
sector 66,house,emaar mgf marbella,12.0,37037.0,3240.0,Plot area 360(301.01 sq.m.),4,4,3+,3.0,East,Relatively new property,,3240.0,,1,1,0,1,1,0,160,810.0
sector 69,flat,tulip violet,1.75,8883.0,1970.0,Super Built up area 1970(183.02 sq.m.),4,4,1,12.0,North-West,Relatively new property,1970.0,,,0,0,0,0,0,1,86,492.5
sector 67,flat,m3m merlin,3.4,14419.0,2358.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1900 sq.ft. (176.52 sq.m.),3,4,3,15.0,South,Relatively new property,2358.0,,1900.0,1,0,0,0,0,0,110,786.0
sector 84,flat,pivotal devaan,0.37,6346.0,583.0,Super Built up area 583(54.16 sq.m.)Carpet area: 483 sq.ft. (44.87 sq.m.),2,2,1,5.0,North-West,Relatively new property,583.0,,483.0,0,0,0,0,0,1,73,291.5
sohna road,flat,hcbs sports ville,0.22,3143.0,700.0,Carpet area: 700 (65.03 sq.m.),1,1,1,1.0,Na,New Property,,,700.0,0,0,0,0,0,1,86,700.0
sector 70,flat,shree vardhman victoria,1.65,8462.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1267 sq.ft. (117.71 sq.m.),3,4,3,1.0,North,Relatively new property,1950.0,,1267.0,1,0,0,0,0,2,167,650.0
sector 49,flat,awho sispal vihar,2.0,7262.0,2754.0,Super Built up area 2754(255.85 sq.m.),4,3,3+,4.0,Na,Old Property,2754.0,,,0,0,0,0,0,1,65,688.5
sector 95,flat,rof ananda,0.36,5660.0,636.0,Carpet area: 645 (59.92 sq.m.),2,2,2,10.0,East,New Property,,,645.0,0,1,0,0,0,1,75,318.0
sector 82,flat,vatika the seven lamps,0.78,5932.0,1315.0,Super Built up area 1298(120.59 sq.m.),2,2,2,0.0,North-West,Relatively new property,1298.0,,,0,0,0,0,0,0,103,657.5
sector 48,flat,vipul world,1.38,9485.0,1455.0,Carpet area: 1450 (134.71 sq.m.),3,3,1,2.0,Na,Relatively new property,,,1450.0,0,0,0,0,0,1,60,485.0
sector 65,flat,emaar mgf emerald floors premier,2.75,13924.0,1975.0,Super Built up area 1975(183.48 sq.m.)Built Up area: 1750 sq.ft. (162.58 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),4,4,3,3.0,North-West,Relatively new property,1975.0,1750.0,1650.0,1,1,0,0,0,0,113,493.75
sector 46,house,independent,2.25,2723.0,8261.91,Plot area 102(85.28 sq.m.)Built Up area: 90 sq.yards (75.25 sq.m.)Carpet area: 85 sq.yards (71.07 sq.m.),4,3,3,3.0,North-East,Relatively new property,,90.0,85.0,0,1,0,0,0,0,35,2065.4775
sector 37d,flat,bptp terra,1.6,7303.0,2191.0,Super Built up area 2191(203.55 sq.m.)Built Up area: 2000 sq.ft. (185.81 sq.m.)Carpet area: 1800 sq.ft. (167.23 sq.m.),4,3,3+,7.0,North,Relatively new property,2191.0,2000.0,1800.0,0,0,1,0,0,0,139,547.75
sector 84,flat,alpha corp gurgaonone,1.15,7497.0,1534.0,Super Built up area 1534(142.51 sq.m.)Carpet area: 1260 sq.ft. (117.06 sq.m.),2,2,3,14.0,South-East,Relatively new property,1534.0,,1260.0,0,1,0,0,0,1,28,767.0
sector 85,flat,ss the leaf,1.25,7180.0,1741.0,Super Built up area 1741(161.74 sq.m.)Built Up area: 1730 sq.ft. (160.72 sq.m.)Carpet area: 1720 sq.ft. (159.79 sq.m.),2,2,3,10.0,South-East,Relatively new property,1741.0,1730.0,1720.0,0,0,0,0,0,1,49,870.5
sector 38,house,sector 38 rwa,4.3,28782.0,1493.99,Plot area 166(138.8 sq.m.)Built Up area: 165 sq.yards (137.96 sq.m.)Carpet area: 164 sq.yards (137.12 sq.m.),3,9,3+,3.0,East,Relatively new property,,165.0,164.0,0,0,1,1,0,0,41,497.99666666666667
sohna road,flat,signature global park,0.95,7851.0,1210.0,Built Up area: 1210 (112.41 sq.m.),3,2,3+,3.0,East,New Property,,1210.0,,0,0,0,0,0,1,85,403.3333333333333
sector 22,flat,ambience creacions,1.99,14420.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1285 sq.ft. (119.38 sq.m.)Carpet area: 1280 sq.ft. (118.92 sq.m.),2,2,2,9.0,North-East,New Property,1380.0,1285.0,1280.0,1,1,0,1,0,1,20,690.0
sector 82a,flat,vatika sovereign next,3.85,7500.0,5133.0,Carpet area: 5140 (477.52 sq.m.),5,6,3+,6.0,Na,New Property,,,5140.0,1,0,0,1,0,1,148,1026.6
sector 81,flat,bestech park view grand spa,2.29,8609.0,2660.0,Super Built up area 2660(247.12 sq.m.)Carpet area: 2000 sq.ft. (185.81 sq.m.),3,4,3+,10.0,North-East,Relatively new property,2660.0,,2000.0,1,1,0,0,0,2,174,886.6666666666666
sohna road,flat,gls arawali homes,0.27,4688.0,576.0,Carpet area: 576 (53.51 sq.m.),2,2,2,1.0,East,New Property,,,576.0,0,0,0,0,0,1,35,288.0
sector 48,house,eldeco mansionz,5.0,21367.0,2340.06,Plot area 260(217.39 sq.m.),7,7,3,2.0,North-East,Moderately New Property,,2340.0,,0,0,0,0,0,0,40,334.2942857142857
sector 70,flat,shree vardhman victoria,1.55,7949.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,5,3,8.0,South,Relatively new property,1950.0,,1161.0,1,0,0,0,0,1,174,650.0
sector 86,flat,microtek greenburg,1.93,8446.0,2285.0,Super Built up area 2285(212.28 sq.m.),3,4,3,12.0,East,Relatively new property,2285.0,,,1,0,0,0,0,1,72,761.6666666666666
sector 79,flat,supertech araville,0.78,6023.0,1295.0,Super Built up area 1295(120.31 sq.m.),2,2,3+,17.0,Na,Relatively new property,1295.0,,,0,0,0,0,0,1,24,647.5
sector 82,flat,vatika the seven lamps,1.0,6969.0,1435.0,Super Built up area 1435(133.32 sq.m.),2,2,2,14.0,Na,Relatively new property,1435.0,,,0,1,1,0,0,1,69,717.5
sector 79,flat,godrej,2.01,8495.0,2366.0,Super Built up area 2366(219.81 sq.m.),3,4,3+,6.0,East,Relatively new property,2366.0,,,1,0,0,0,0,1,158,788.6666666666666
sector 85,flat,ss the leaf,1.77,7350.0,2408.0,Super Built up area 2408(223.71 sq.m.),3,4,3+,7.0,South-West,New Property,2408.0,,,0,0,0,0,1,1,107,802.6666666666666
gwal pahari,flat,suncity vatsal valley,1.53,10699.0,1430.0,Carpet area: 1430 (132.85 sq.m.),3,3,3,2.0,North-East,New Property,,,1430.0,0,0,0,0,0,0,117,476.6666666666667
sector 23,house,independent,1.2,6230.0,1926.16,Plot area 214(178.93 sq.m.)Built Up area: 1500 sq.yards (1254.19 sq.m.),3,2,2,3.0,Na,New Property,,1500.0,,0,0,0,0,0,0,79,642.0533333333334
sector 54,flat,shree arihant apartment,1.5,8108.0,1850.0,Super Built up area 1850(171.87 sq.m.)Built Up area: 1700 sq.ft. (157.94 sq.m.)Carpet area: 1550 sq.ft. (144 sq.m.),3,3,3+,4.0,West,Moderately New Property,1850.0,1700.0,1550.0,0,0,0,1,0,0,75,616.6666666666666
sohna road,flat,g l s arawali homes,0.26,4514.0,576.0,Super Built up area 576(53.51 sq.m.),2,2,2,1.0,Na,Moderately New Property,576.0,,,0,0,0,0,0,1,0,288.0
sohna road,flat,signature global park,0.9,8036.0,1120.0,Built Up area: 1120 (104.05 sq.m.),3,2,0,2.0,Na,Under Construction,,1120.0,,0,0,0,0,0,1,58,373.3333333333333
sector 56,flat,the lions cghs,2.09,8708.0,2400.0,Super Built up area 2400(222.97 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),4,4,3+,7.0,East,Relatively new property,2400.0,2300.0,2200.0,0,0,1,0,0,0,125,600.0
sector 24,flat,ambience lagoon,5.8,12500.0,4640.0,Built Up area: 3700 (343.74 sq.m.),3,4,3+,9.0,North-East,Old Property,,3700.0,,1,1,1,1,0,2,68,1546.6666666666667
sector 7,flat,project krishna colony,0.36,5143.0,700.0,Built Up area: 700 (65.03 sq.m.),2,2,1,0.0,Na,Relatively new property,,700.0,,0,0,0,0,0,1,0,350.0
sector 74,flat,m3m skywalk,1.57,11002.0,1427.0,Super Built up area 1424(132.29 sq.m.)Built Up area: 1300 sq.ft. (120.77 sq.m.)Carpet area: 1100 sq.ft. (102.19 sq.m.),2,2,3+,10.0,South,Relatively new property,1424.0,1300.0,1100.0,0,0,1,0,0,1,137,713.5
sohna road,flat,signature global park,0.65,5637.0,1153.0,Super Built up area 1153(107.12 sq.m.),2,2,2,2.0,North-West,Relatively new property,1153.0,,,0,0,0,1,0,1,118,576.5
sector 65,flat,emaar mgf emerald floors premier,2.77,14025.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3+,3.0,North-East,Relatively new property,,,1975.0,1,1,0,0,0,2,174,493.75
sector 47,flat,malibu towne,2.4,10000.0,2400.0,Carpet area: 2400 (222.97 sq.m.),3,3,0,0.0,West,Moderately New Property,,,2400.0,0,0,0,0,0,0,22,800.0
sector 22,flat,ambience creacions,2.4,17391.0,1380.0,Super Built up area 1380(128.21 sq.m.)Built Up area: 1200 sq.ft. (111.48 sq.m.)Carpet area: 900 sq.ft. (83.61 sq.m.),2,2,2,8.0,South-East,Relatively new property,1380.0,1200.0,900.0,0,0,1,0,0,2,112,690.0
sector 33,house,unitech uniworld resorts,9.55,19293.0,4949.98,Plot area 550(459.87 sq.m.),6,7,3+,2.0,East,Relatively new property,,4950.0,,1,1,0,1,1,0,126,824.9966666666666
sector 51,flat,orchid island,1.7,10652.0,1596.0,Carpet area: 1596 (148.27 sq.m.),3,4,3,2.0,West,Moderately New Property,,,1596.0,0,0,0,1,1,1,90,532.0
sector 102,flat,shapoorji pallonji joyville gurugram,2.15,12707.0,1692.0,Super Built up area 1692(157.19 sq.m.)Built Up area: 1690 sq.ft. (157.01 sq.m.)Carpet area: 1592 sq.ft. (147.9 sq.m.),3,3,3,10.0,South-West,Relatively new property,1692.0,1690.0,1592.0,0,0,0,0,0,0,49,564.0
sector 4,house,independent,3.3,14667.0,2249.95,Plot area 250(209.03 sq.m.),3,3,2,1.0,North-East,Old Property,,2250.0,,0,0,0,0,0,1,34,749.9833333333332
sector 49,house,eros rosewood villas,2.75,19841.0,1386.0,Plot area 154(14.31 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),3,3,1,2.0,North-West,Old Property,,,1650.0,0,0,1,0,0,0,80,462.0
sector 82,house,vatika india next,6.8,20988.0,3239.95,Plot area 360(301.01 sq.m.),4,4,3+,3.0,North-East,Relatively new property,,3240.0,,1,0,0,0,0,2,110,809.9875
sector 36a,flat,avl 36 gurgaon,0.37,10541.0,351.0,Super Built up area 352(32.7 sq.m.),1,1,1,3.0,North,Relatively new property,352.0,,,0,0,0,0,0,0,88,351.0
sector 49,flat,vatika city,1.98,9074.0,2182.0,Super Built up area 2182(202.71 sq.m.)Built Up area: 1750.75 sq.ft. (162.65 sq.m.)Carpet area: 1670 sq.ft. (155.15 sq.m.),3,4,3,9.0,South-East,Moderately New Property,2182.0,1750.75,1670.0,1,0,0,0,0,0,101,727.3333333333334
sector 68,flat,pareena mi casa,1.1,9016.0,1220.0,Super Built up area 1245(115.66 sq.m.)Carpet area: 1225 sq.ft. (113.81 sq.m.),2,2,3,13.0,East,New Property,1245.0,,1225.0,0,0,0,0,0,1,106,610.0
sohna road,flat,hcbs sports ville,0.27,4348.0,621.0,Built Up area: 619 (57.51 sq.m.),2,2,2,10.0,Na,Relatively new property,,619.0,,0,0,0,0,0,1,43,310.5
sector 45,flat,antriksh green,2.25,7826.0,2875.0,Carpet area: 2875 (267.1 sq.m.),4,4,2,9.0,North,Old Property,,,2875.0,1,0,0,0,0,2,23,718.75
manesar,flat,prasha apartments,0.75,3308.0,2267.0,Super Built up area 2115(196.49 sq.m.),3,3,3+,3.0,West,Moderately New Property,2115.0,,,1,0,0,0,0,1,31,755.6666666666666
sector 36a,flat,avl 36 gurgaon,0.65,8953.0,726.0,Super Built up area 726(67.45 sq.m.),2,2,2,7.0,Na,Relatively new property,726.0,,,0,0,0,0,0,1,89,363.0
sector 77,flat,emaar palm heights,1.79,8840.0,2025.0,Super Built up area 2025(188.13 sq.m.)Built Up area: 1600 sq.ft. (148.64 sq.m.)Carpet area: 1548 sq.ft. (143.81 sq.m.),3,3,3,1.0,North-East,New Property,2025.0,1600.0,1548.0,1,0,0,0,0,0,49,675.0
sector 69,flat,tulip violet,1.43,8888.0,1609.0,Super Built up area 1608(149.39 sq.m.)Carpet area: 1039 sq.ft. (96.53 sq.m.),3,3,2,1.0,South-West,Relatively new property,1608.0,,1039.0,0,0,0,1,0,1,86,536.3333333333334
sector 102,flat,shapoorji pallonji joyville gurugram,1.8,10638.0,1692.0,Super Built up area 1692(157.19 sq.m.),3,3,3,1.0,East,Relatively new property,1692.0,,,0,0,0,0,0,1,141,564.0
sector 37d,flat,signature global the millennia,0.55,9167.0,600.0,Super Built up area 600(55.74 sq.m.),2,2,3,3.0,Na,New Property,600.0,,,0,0,0,0,0,1,53,300.0
sector 33,house,unitech uniworld resorts,9.5,23333.0,4071.49,Plot area 500(418.06 sq.m.),5,7,3+,2.0,East,Under Construction,,500.0,,1,1,0,1,1,1,57,814.298
sector 70,flat,shree vardhman victoria,1.8,9231.0,1950.0,Super Built up area 1950(181.16 sq.m.)Carpet area: 1161 sq.ft. (107.86 sq.m.),3,4,3,2.0,South-West,New Property,1950.0,,1161.0,1,0,1,0,0,1,45,650.0
sector 67,flat,m3m merlin,3.32,14080.0,2358.0,Super Built up area 2358(219.07 sq.m.)Carpet area: 1709 sq.ft. (158.77 sq.m.),3,4,3,8.0,North-West,New Property,2358.0,,1709.0,1,0,0,0,0,0,174,786.0
sector 86,flat,pyramid urban homes 2,0.42,8485.0,495.0,Carpet area: 501 (46.54 sq.m.),2,2,1,2.0,North-East,New Property,,,501.0,1,1,1,1,0,1,84,247.5
sector 5,flat,om apartment dayanand colony,0.26,4370.0,595.0,Carpet area: 583 (54.16 sq.m.),1,1,1,3.0,North-East,Relatively new property,,,583.0,0,0,0,0,0,1,14,595.0
sector 14,house,independent,4.6,20444.0,2250.05,Built Up area: 2250 (209.03 sq.m.),1,1,0,1.0,Na,Undefined,,2250.0,,0,0,0,0,0,1,0,2250.05
sector 104,flat,ats triumph,1.85,8079.0,2290.0,Super Built up area 2290(212.75 sq.m.),3,3,3+,24.0,East,Relatively new property,2290.0,,,1,0,0,0,0,1,174,763.3333333333334
sector 37d,flat,bptp terra,1.8,8215.0,2191.0,Super Built up area 2191(203.55 sq.m.),4,3,3,12.0,North,Relatively new property,2191.0,,,0,1,0,0,0,0,144,547.75
sector 105,house,independent,0.65,9028.0,719.98,Plot area 80(66.89 sq.m.),3,2,1,1.0,East,Relatively new property,,720.0,,0,0,1,1,0,1,14,239.99333333333334
sector 48,flat,central park resorts,3.65,15240.0,2395.0,Super Built up area 1870(173.73 sq.m.)Built Up area: 1869 sq.ft. (173.64 sq.m.),3,3,3+,9.0,North-West,Relatively new property,1870.0,1869.0,,0,0,1,0,0,0,157,798.3333333333334
sector 26,house,independent,8.9,32963.0,2700.0,Plot area 300(250.84 sq.m.),4,4,3+,2.0,South-East,Old Property,,2700.0,,1,1,0,1,1,1,82,675.0
sector 109,flat,ats kocoon,2.95,10351.0,2850.0,Built Up area: 3150 (292.64 sq.m.)Carpet area: 2850 sq.ft. (264.77 sq.m.),4,4,3+,7.0,South-East,Relatively new property,,3150.0,2850.0,1,0,0,0,1,0,158,712.5
sector 69,flat,tulip violet,1.95,9701.0,2010.0,Super Built up area 2010(186.74 sq.m.),4,4,2,0.0,West,Relatively new property,2010.0,,,0,0,0,0,0,1,157,502.5
gwal pahari,flat,paras quartier,5.9,11028.0,5350.0,Built Up area: 5350 (497.03 sq.m.),4,4,3+,0.0,Na,Moderately New Property,,5350.0,,0,0,0,0,0,1,63,1337.5
sector 61,flat,suposhaa smartworld orchard,2.17,14000.0,1550.0,Carpet area: 1549 (143.91 sq.m.),3,3,3,1.0,Na,Under Construction,,,1549.0,0,0,0,0,0,1,0,516.6666666666666
sector 71,flat,chd avenue,1.1,6104.0,1802.0,Super Built up area 1802(167.41 sq.m.),3,4,3,3.0,South,Moderately New Property,1802.0,,,1,0,0,0,0,1,26,600.6666666666666
sector 2,house,palam vihar extension west zone rwa,0.35,6481.0,540.04,Plot area 600(55.74 sq.m.)Carpet area: 540 sq.ft. (50.17 sq.m.),2,2,0,1.0,North-East,New Property,,,540.0,0,0,0,0,0,1,0,270.02
sohna road,flat,raheja maheshwara,0.48,4368.0,1099.0,Super Built up area 1099(102.1 sq.m.),2,2,2,11.0,Na,Under Construction,1099.0,,,0,0,0,0,0,1,45,549.5
sector 68,flat,pareena mi casa,1.7,8504.0,1999.0,Super Built up area 1999(185.71 sq.m.),4,4,3,2.0,Na,New Property,1999.0,,,0,0,0,0,0,1,47,499.75
sector 70a,house,bptp visionnaire,5.35,8916.0,6000.45,Built Up area: 6000 (557.42 sq.m.),4,4,3+,3.0,North,Relatively new property,,6000.0,,1,1,0,1,1,0,160,1500.1125
sector 79,flat,mapsko mount ville,1.5,8264.0,1815.0,Super Built up area 1815(168.62 sq.m.)Carpet area: 1071.33 sq.ft. (99.53 sq.m.),3,4,3+,11.0,South,Relatively new property,1815.0,,1071.33,1,0,0,0,0,0,144,605.0
sector 67,flat,bestech park view spa next,3.32,12600.0,2635.0,Super Built up area 2635(244.8 sq.m.),4,5,3+,12.0,West,Moderately New Property,2635.0,,,1,0,0,0,0,0,174,658.75
sector 7,house,madan puri,0.75,12500.0,600.0,Plot area 600(55.74 sq.m.),3,5,3,3.0,South-East,Moderately New Property,,600.0,,0,0,0,0,0,1,0,200.0
sector 111,flat,m3m the tree of life,2.35,14551.0,1615.0,Built Up area: 1615 (150.04 sq.m.),3,3,3+,5.0,Na,Under Construction,,1615.0,,0,0,0,0,0,1,0,538.3333333333334
sector 69,flat,tulip violet,1.4,9103.0,1538.0,Super Built up area 1538(142.88 sq.m.),3,3,1,12.0,North-West,Relatively new property,1538.0,,,0,0,0,0,0,0,157,512.6666666666666
sector 86,flat,dlf the skycourt,1.55,8035.0,1929.0,Super Built up area 1929(179.21 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,3,3+,12.0,North-East,Relatively new property,1929.0,1500.0,1300.0,0,0,1,0,0,2,166,643.0
sector 84,flat,antriksh heights,0.6,5000.0,1200.0,Super Built up area 1200(111.48 sq.m.),2,2,2,14.0,North,Relatively new property,1200.0,,,0,0,0,0,0,1,52,600.0
sector 71,flat,chd avenue,0.98,6049.0,1620.0,Super Built up area 1620(150.5 sq.m.),3,3,3,0.0,South-East,Moderately New Property,1620.0,,,0,1,0,0,0,1,65,540.0
sector 85,flat,ss,1.98,8223.0,2408.0,Super Built up area 2408(223.71 sq.m.)Built Up area: 2300 sq.ft. (213.68 sq.m.)Carpet area: 2200 sq.ft. (204.39 sq.m.),3,4,3,6.0,West,Relatively new property,2408.0,2300.0,2200.0,0,0,0,0,0,1,42,802.6666666666666
sector 24,house,independent,3.5,32407.0,1080.01,Plot area 120(100.34 sq.m.),2,4,3,3.0,North-West,Old Property,,1080.0,,0,0,0,0,0,1,15,540.005
sector 102,flat,emaar imperial gardens,1.98,9900.0,2000.0,Carpet area: 2000 (185.81 sq.m.),3,3,3+,9.0,North,Relatively new property,,,2000.0,1,0,0,0,0,0,72,666.6666666666666
sector 79,flat,bestech altura,1.72,8000.0,2150.0,Super Built up area 2150(199.74 sq.m.)Carpet area: 1300 sq.ft. (120.77 sq.m.),3,4,3+,5.0,North-East,Relatively new property,2150.0,,1300.0,1,0,0,0,0,1,174,716.6666666666666
sohna road,flat,eldeco accolade,1.1,7550.0,1457.0,Super Built up area 1457(135.36 sq.m.),3,2,3,13.0,Na,Relatively new property,1457.0,,,0,0,0,0,0,1,56,485.6666666666667
sector 92,flat,bestech park view sanskruti,2.0,8333.0,2400.0,Super Built up area 2475(229.94 sq.m.)Carpet area: 2400 sq.ft. (222.97 sq.m.),4,5,3+,12.0,North,Relatively new property,2475.0,,2400.0,1,0,0,0,0,0,60,600.0
sector 66,house,emaar mgf marbella,19.0,31666.0,6000.13,Plot area 9000(836.13 sq.m.)Carpet area: 6000 sq.ft. (557.42 sq.m.),5,6,3+,3.0,North-East,Relatively new property,,,6000.0,1,0,0,1,1,0,110,1200.026
sector 83,flat,vatika gurgaon,1.12,6455.0,1735.0,Super Built up area 1735(161.19 sq.m.)Built Up area: 1500 sq.ft. (139.35 sq.m.)Carpet area: 1400 sq.ft. (130.06 sq.m.),3,3,2,17.0,South,Moderately New Property,1735.0,1500.0,1400.0,0,0,0,0,0,0,111,578.3333333333334
sector 71,flat,signature andour heights,0.59,8429.0,700.0,Super Built up area 700(65.03 sq.m.)Built Up area: 639 sq.ft. (59.37 sq.m.)Carpet area: 540.89 sq.ft. (50.25 sq.m.),2,2,1,6.0,North-East,Moderately New Property,700.0,639.0,540.89,0,0,0,0,0,1,67,350.0
sector 50,house,unitech nirvana birch court,6.8,31481.0,2160.03,Plot area 240(200.67 sq.m.),4,4,3+,2.0,South-East,Old Property,,2160.0,,1,1,0,1,0,1,105,540.0075
sector 61,flat,smart world orchard,1.7,15179.0,1120.0,Carpet area: 1120 (104.05 sq.m.),2,2,2,4.0,East,Under Construction,,,1120.0,0,1,0,0,0,1,127,560.0
sector 46,house,rwa sector 46,3.5,21605.0,1620.0,Plot area 180(150.5 sq.m.),4,4,2,2.0,South-East,Relatively new property,,1620.0,,0,0,0,1,0,0,30,405.0
sector 37c,flat,ild grand,1.35,7143.0,1890.0,Built Up area: 1820 (169.08 sq.m.),3,3,0,1.0,Na,New Property,,1820.0,,0,0,0,0,0,1,60,630.0
sector 28,house,independent,11.75,41315.0,2844.0,Plot area 316(264.22 sq.m.),4,5,3+,4.0,East,Relatively new property,,2844.0,,1,1,0,0,1,0,54,711.0
sohna road,flat,signature global park,0.55,6691.0,822.0,Carpet area: 822 (76.37 sq.m.),2,2,3,3.0,East,Undefined,,,822.0,0,0,0,0,0,1,58,411.0
sector 104,flat,puri emerald bay,1.59,10905.0,1458.0,Super Built up area 1550(144 sq.m.),2,2,2,12.0,South,Relatively new property,1550.0,,,0,0,0,0,0,1,121,729.0
sector 108,flat,raheja the vedaanta floors,0.7,4522.0,1548.0,Carpet area: 1548 (143.81 sq.m.),2,2,3,1.0,Na,Moderately New Property,,,1548.0,0,0,0,0,0,0,0,774.0
sohna road,flat,breez global hill view,0.35,5600.0,625.0,Carpet area: 625 (58.06 sq.m.),2,2,2,14.0,Na,Relatively new property,,,625.0,0,0,0,0,0,1,98,312.5
sector 43,flat,dlf trinity towers,3.8,15510.0,2450.0,Built Up area: 2450 (227.61 sq.m.),3,3,3+,1.0,South-East,Moderately New Property,,2450.0,,1,0,0,1,0,0,68,816.6666666666666
manesar,flat,the crew bos chs manesar,0.85,3696.0,2300.0,Carpet area: 2300 (213.68 sq.m.),3,3,2,2.0,East,Moderately New Property,,,2300.0,0,0,0,0,0,1,44,766.6666666666666
sector 84,flat,antriksh heights,0.73,6083.0,1200.0,Super Built up area 1200(111.48 sq.m.)Carpet area: 870 sq.ft. (80.83 sq.m.),2,2,3+,4.0,North-West,Relatively new property,1200.0,,870.0,0,1,0,1,1,1,158,600.0
sector 65,flat,emaar mgf emerald floors premier,2.85,14430.0,1975.0,Carpet area: 1975 (183.48 sq.m.),4,4,3,3.0,North,Relatively new property,,,1975.0,1,1,0,0,0,1,28,493.75
sector 3,flat,apna enclave,0.5,7692.0,650.0,Carpet area: 650 (60.39 sq.m.),2,2,1,1.0,West,Old Property,,,650.0,0,0,0,0,0,0,37,325.0
sector 50,flat,the close north,2.35,11768.0,1997.0,Super Built up area 1997(185.53 sq.m.)Built Up area: 1950 sq.ft. (181.16 sq.m.)Carpet area: 1850 sq.ft. (171.87 sq.m.),3,3,3+,8.0,North-East,Moderately New Property,1997.0,1950.0,1850.0,0,0,0,0,0,0,165,665.6666666666666
sector 69,flat,tulip purple,2.6,10833.0,2400.0,Super Built up area 2400(222.97 sq.m.),4,4,3+,4.0,Na,Moderately New Property,2400.0,,,1,0,0,0,0,1,37,600.0
sector 85,flat,ss the leaf,1.17,7002.0,1671.0,Super Built up area 1671(155.24 sq.m.)Built Up area: 1660 sq.ft. (154.22 sq.m.)Carpet area: 1650 sq.ft. (153.29 sq.m.),2,2,3,11.0,East,Relatively new property,1671.0,1660.0,1650.0,0,0,0,0,0,1,49,835.5
